Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend,City_Clean,State_Clean,Stipend_Flag,Stipend_Range,Stipend_Midpoint,Has_Stipend,Is_Remote,Is_Hybrid,Is_Onsite,Is_Full_Time,Is_Part_Time,Skill_Count,Technical_Skill_Count,Soft_Skill_Count,HR_Tool_Count,Education_Level
A243,Recruitment,PULSECRAFTS SOLUTIONS PRIVATE LIMITED,IT/ Technology,Startup,Full-time,Balasore,Odisha,Remote,Talent Acquisition & Recruitment,6 Months,7000.0,7000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-balasore-at-pulsecrafts-solutions-private-limited1785253985,6.0,Long-term,Paid,7000.0,Balasore,Odisha,Normal,0.0,7000.0,1,1,0,0,1,0,12,9,3,0,Other
A244,Human Resources,Amnex Infotechnologies Private Limited,IT/ Technology,SME,Full-time,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,3 Months,8000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-amnex-infotechnologies-private-limited1785215850,3.0,Medium-term,Paid,8000.0,Ahmedabad,Gujarat,Normal,0.0,8000.0,1,1,0,0,1,0,8,3,4,1,Other
A245,Recruitment,Extinctfire Engineers Private Limited,Manufacturing/ Engineering,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-extinctfire-engineers-private-limited1784725576,6.0,Long-term,Paid,5500.0,Mumbai,Maharashtra,Normal,1000.0,5500.0,1,1,0,0,1,0,9,6,3,0,Other
A246,Human Resources,EarlyJobs,Recruitment,SME,Full-time,Bellary,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,2000.0,2000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bellary-at-earlyjobs1784554880,3.0,Medium-term,Paid,2000.0,Bellary,Karnataka,Normal,0.0,2000.0,1,1,0,0,1,0,7,4,3,0,Postgraduate
A247,Human Resources,M.M Industrial Controls Private Limited,Manufacturing/ Engineering,SME,Not Specified,Dharwad,,Remote,Talent Acquisition & Recruitment,6 Months,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-mm-industrial-controls-private-limited1783936366,6.0,Long-term,Paid,9000.0,Dharwad,Not Specified,Normal,2000.0,9000.0,1,1,0,0,0,0,7,5,2,0,Other
A248,Talent Acquisition,Plexobit Software Solutions Private Limited,IT/ Technology,Startup,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,6 Months,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-business-development-internship-in-jaipur-at-plexobit-software-solutions-private-limited1783512416,6.0,Long-term,Paid,9000.0,Jaipur,Rajasthan,Normal,2000.0,9000.0,1,1,0,0,1,0,11,9,2,0,Other
A249,Recruitment,SI PLACEMENTS INTERNATIONALS,Recruitment,Startup,Full-time,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,2 Months,2000.0,3000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-ahmedabad-at-si-placements-internationals1783410261,2.0,Short-term,Paid,2500.0,Ahmedabad,Gujarat,Normal,1000.0,2500.0,1,1,0,0,1,0,7,6,1,0,Other
A250,Human Resources,Protrainy Skills Private Limited,Education/ Teaching/ Training,Startup,Full-time,Bhubaneswar,Odisha,Remote,Talent Acquisition & Recruitment,6 Months,4000.0,7000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhubaneswar-at-protrainy-skills-private-limited1783349491,6.0,Long-term,Paid,5500.0,Bhubaneswar,Odisha,Normal,3000.0,5500.0,1,1,0,0,1,0,6,4,1,1,Other
A251,Human Resources,Hireyy,Education/ Teaching/ Training,Startup,Part-time,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,2 Months,1000.0,1001.0,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-human-resources-hr-internship-at-hireyy1785845500,2.0,Short-term,Paid,1000.5,Noida,Uttar Pradesh,Normal,1.0,1000.5,1,1,0,0,0,1,4,3,1,0,Other
A252,Human Resources,TheRecruit,E-commerce,Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,2500.0,2501.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-therecruit1785844124,3.0,Medium-term,Paid,2500.5,Delhi,Delhi,Normal,1.0,2500.5,1,1,0,0,1,0,5,4,1,0,Other
A253,Human Resources,WinZO Games,Gaming,Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,2 Months,35000.0,50000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-winzo-games1785849039,2.0,Short-term,Paid,42500.0,Delhi,Delhi,Normal,15000.0,42500.0,1,1,0,0,1,0,8,6,3,0,Other
A254,Human Resources,Equity Reach,"Advertising/ Marketing, Consulting",Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,1 Month,1500.0,3000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-equity-reach1785843885,1.0,Short-term,Paid,2250.0,Delhi,Delhi,Normal,1500.0,2250.0,1,1,0,0,1,0,11,9,2,0,Other
A255,Recruitment,CoderBoutiqueWebsite,"IT/ Technology, Advertising/ Marketing",Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/work-from-home-junior-recruiter-internship-at-coderboutiquewebsite1785840299,3.0,Medium-term,Paid,5500.0,Mumbai,Maharashtra,Normal,1000.0,5500.0,1,1,0,0,1,0,8,5,3,0,Other
A256,Human Resources,Cyvigilant,IT/ Technology,Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,6 Months,15000.0,20000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-cyvigilant1785832362,6.0,Long-term,Paid,17500.0,Delhi,Delhi,Normal,5000.0,17500.0,1,1,0,0,1,0,11,9,1,1,Other
A257,Recruitment,Redef9skiLLs,Recruitment,Startup,Part-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-internship-at-redef9skills1785828887,3.0,Medium-term,Paid,4000.0,Delhi,Delhi,Normal,2000.0,4000.0,1,1,0,0,0,1,19,14,3,2,Postgraduate
A258,Human Resources,iTech Mission Private Limited,IT/ Technology,Startup,Not Specified,,Delhi,Remote,Talent Acquisition & Recruitment,6 Months,15000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-itech-mission-private-limited1785828762,6.0,Long-term,Paid,,Not Specified,Delhi,Not Specified,,,0,1,0,0,0,0,1,1,0,0,Other
A259,Human Resources,Ecommex Logistic (OPC) Private Limited,Courier/ Shipping/ Transportation,Startup,Not Specified,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,12000.0,22000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-noida-at-ecommex-logistic-opc-private-limited1785827386,3.0,Medium-term,Paid,17000.0,Noida,Uttar Pradesh,Normal,10000.0,17000.0,1,1,0,0,0,0,7,4,3,0,Other
A260,Recruitment,Essance,Recruitment,Startup,Full-time,Kolkata,West Bengal,Remote,Talent Acquisition & Recruitment,6 Months,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/work-from-home-hr-recruiter-internship-at-essance1785834508,6.0,Long-term,Paid,5500.0,Kolkata,West Bengal,Normal,1000.0,5500.0,1,1,0,0,1,0,5,4,1,0,Other
A261,Human Resources,Reducate.ai,Education/ Teaching/ Training,Startup,Full-time,Bengaluru,Karnataka,Remote,Talent Acquisition & Recruitment,2 Months,2000.0,2000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-reducateai1785830956,2.0,Short-term,Paid,2000.0,Bengaluru,Karnataka,Normal,0.0,2000.0,1,1,0,0,1,0,13,10,3,0,Other
A262,Talent Acquisition,VelvetSip,Food/ Beverages,Startup,Part-time,Virar,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,1000.0,5000.0,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-talent-acquisition-hr-internship-at-velvetsip1785826617,3.0,Medium-term,Paid,3000.0,Virar,Maharashtra,Normal,4000.0,3000.0,1,1,0,0,0,1,13,11,4,0,Other
A263,Human Resources,Sarkari School,"Education/ Teaching/ Training, Social services",Startup,Part-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-sarkari-school1785763039,3.0,Medium-term,Not Specified,,Delhi,Delhi,Not Specified,,,0,1,0,0,0,1,13,11,2,0,Other
A264,Recruitment,Medius Technologies Private Limited,"IT/ Technology, Legal",SME,Part-time,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,9500.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-medius-technologies-private-limited1785762865,6.0,Long-term,Paid,9750.0,Thane,Maharashtra,Normal,500.0,9750.0,1,1,0,0,0,1,1,1,0,0,Other
A265,Human Resources,Radar Soft Technologies,IT/ Technology,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,8500.0,14500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-radar-soft-technologies1785755656,6.0,Long-term,Paid,11500.0,Pune,Maharashtra,Normal,6000.0,11500.0,1,1,0,0,1,0,13,11,1,1,Postgraduate
A266,Human Resources,Break The Code,Advertising/ Marketing,Startup,Not Specified,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,7000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-break-the-code1785761108,3.0,Medium-term,Paid,6000.0,Thane,Maharashtra,Normal,2000.0,6000.0,1,1,0,0,0,0,8,5,3,0,Other
A267,HR operations,"Euphoria Interiors (Dubai, United Arab Emirates)","Architecture/ Interior Design, Advertising/ Marketing",SME,Full-time,Dubai,Dubai,Remote,HR Operations,6 Months,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/work-from-home-hr-operations-internship-at-euphoria-interiors1785759631,6.0,Long-term,Paid,12500.0,Dubai,Dubai,Normal,5000.0,12500.0,1,1,0,0,1,0,13,6,7,0,Graduate
A268,Human Resources,HerbaMori,"Agriculture/ Dairy, Export/ Import",Startup,Full-time,Bhopal,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,1500.0,2500.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-herbamori1785750698,3.0,Medium-term,Paid,2000.0,Bhopal,Madhya Pradesh,Normal,1000.0,2000.0,1,1,0,0,1,0,14,13,3,0,Other
A269,Human Resources,Hope Behind Tails Foundation,Social services,Startup,Part-time,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-hope-behind-tails-foundation1785756444,3.0,Medium-term,Not Specified,,Noida,Uttar Pradesh,Not Specified,,,0,1,0,0,0,1,13,8,5,0,Other
A270,Human Resources,NK Consultants,"Retail, Education/ Teaching/ Training, Textiles/ Garments/ Fashion",Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,10000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-nk-consultants1785756430,3.0,Medium-term,Paid,10000.0,Bengaluru,Karnataka,Normal,0.0,10000.0,1,1,0,0,1,0,12,11,1,0,Other
A271,Recruitment,Codeft Digital,IT/ Technology,Startup,Full-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,3 Months,15000.0,20000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-hyderabad-at-codeft-digital1785755949,3.0,Medium-term,Paid,17500.0,Hyderabad,Telangana,Normal,5000.0,17500.0,1,1,0,0,1,0,16,11,5,0,Graduate
A272,Recruitment Consultant,Talent Magna Consulting Services,Recruitment,Startup,Full-time,Ghaziabad,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,7000.0,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-consultant-internship-at-talent-magna-consulting-services1785754994,3.0,Medium-term,Paid,6000.0,Ghaziabad,Uttar Pradesh,Normal,2000.0,6000.0,1,1,0,0,1,0,11,9,2,0,Other
A273,Human Resources,Metnmat Research,"KPO/ Research, Manufacturing/ Engineering",SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,10000.0,10001.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-metnmat-research1785751970,6.0,Long-term,Paid,10000.5,Mumbai,Maharashtra,Normal,1.0,10000.5,1,1,0,0,1,0,7,6,1,0,Other
A274,Talent Acquisition,Anikson Solutions,IT/ Technology,Startup,Part-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,6 Months,10000.0,22000.0,Internshala,https://internshala.com/internship/detail/work-from-home-talent-acquisition-internship-at-anikson-solutions1785750945,6.0,Long-term,Paid,16000.0,Hyderabad,Telangana,Normal,12000.0,16000.0,1,1,0,0,0,1,14,8,5,1,Other
A275,Associate Recruiter,Kartilio Technology LLP,"Advertising/ Marketing, Printing/ Packaging",SME,Full-time,Kolkata,West Bengal,Remote,Talent Acquisition & Recruitment,2 Months,7500.0,11000.0,Internshala,https://internshala.com/internship/detail/work-from-home-associate-recruiter-internship-at-kartilio-technology-llp1785750722,2.0,Short-term,Paid,9250.0,Kolkata,West Bengal,Normal,3500.0,9250.0,1,1,0,0,1,0,19,12,7,1,Postgraduate
A276,Human Resources,Cocentrus,Recruitment,SME,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,5001.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-cocentrus1785740760,3.0,Medium-term,Paid,5000.5,Delhi,Delhi,Normal,1.0,5000.5,1,1,0,0,1,0,15,14,1,0,Other
A277,Recruitment,AideWiser SolTek,Recruitment,Startup,Part-time,Bengaluru,Karnataka,Remote,Talent Acquisition & Recruitment,6 Months,3000.0,8000.0,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-internship-at-aidewiser-soltek1785739992,6.0,Long-term,Paid,5500.0,Bengaluru,Karnataka,Normal,5000.0,5500.0,1,1,0,0,0,1,8,6,2,0,Other
A278,Human Resources,Zell Education,Education/ Teaching/ Training,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-zell-education1785739871,3.0,Medium-term,Paid,6500.0,Mumbai,Maharashtra,Normal,3000.0,6500.0,1,1,0,0,1,0,5,3,1,1,Postgraduate
A279,Recruitment,Zell Education,Education/ Teaching/ Training,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,6000.0,8000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-zell-education1785739811,3.0,Medium-term,Paid,7000.0,Mumbai,Maharashtra,Normal,2000.0,7000.0,1,1,0,0,1,0,6,4,2,0,Postgraduate
A280,Human Resources,Creator City,Advertising/ Marketing,Startup,Full-time,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-noida-at-creator-city1785739765,3.0,Medium-term,Paid,7500.0,Noida,Uttar Pradesh,Normal,5000.0,7500.0,1,1,0,0,1,0,5,5,0,0,Other
A281,Human Resources,Guardian Capital Investment Advisors,"Banking, Financial Services and Insurance (BFSI)",Startup,Full-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,2 Months,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-guardian-capital-investment-advisors1785732091,2.0,Short-term,Paid,12500.0,Hyderabad,Telangana,Normal,5000.0,12500.0,1,1,0,0,1,0,14,10,4,0,Other
A282,Human Resources,Millennium Money Finance,"Banking, Financial Services and Insurance (BFSI)",Startup,Part-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,75000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-millennium-money-finance1785728214,3.0,Medium-term,Paid,40000.0,Mumbai,Maharashtra,Normal,70000.0,40000.0,1,1,0,0,0,1,9,7,2,0,Postgraduate
A283,Human Resources,Go BFF,Media/ Entertainment,Startup,Full-time,Gurgaon,Haryana,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-go-bff1785732270,3.0,Medium-term,Paid,7500.0,Gurugram,Haryana,Normal,5000.0,7500.0,1,1,0,0,1,0,1,1,0,0,Other
A284,HR operations,Debattles Enterprises LLP,Recruitment,Startup,Full-time,Noida,Uttar Pradesh,Remote,HR Operations,3 Months,5000.0,15000.0,Internshala,https://internshala.com/internship/detail/work-from-home-hr-generalist--ai-people-ops-internship-at-debattles-enterprises-llp1785732062,3.0,Medium-term,Paid,10000.0,Noida,Uttar Pradesh,Normal,10000.0,10000.0,1,1,0,0,1,0,14,9,7,0,Other
A285,Human Resources,BDO India LLP,Consulting,Enterprise,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,2000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-bdo-india-llp1785692775,6.0,Long-term,Paid,6000.0,Mumbai,Maharashtra,Normal,8000.0,6000.0,1,1,0,0,1,0,19,16,2,1,Postgraduate
A286,Human Resources,Sanyukt Organisation,Social services,Startup,Part-time,Bhubaneswar,Odisha,Remote,Talent Acquisition & Recruitment,1 Month,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-sanyukt-organisation1785685827,1.0,Short-term,Not Specified,,Bhubaneswar,Odisha,Not Specified,,,0,1,0,0,0,1,13,8,5,0,Postgraduate
A287,Human Resources,LetzStepIn,"IT/ Technology, Advertising/ Marketing",Startup,Not Specified,Pune,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6 Months,6000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-letzstepin1785671816,6.0,Long-term,Paid,10500.0,Pune,Maharashtra,Normal,9000.0,10500.0,1,0,1,0,0,0,4,3,1,0,Other
A288,Human Resources,Erayaa Builders And Developers,Real Estate/ Property,SME,Not Specified,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,3000.0,6000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-erayaa-builders-and-developers1785656129,3.0,Medium-term,Paid,4500.0,Bengaluru,Karnataka,Normal,3000.0,4500.0,1,1,0,0,0,0,2,2,0,0,Other
A289,Human Resources,Unessa Foundation,Other,SME,Part-time,Vadodara,Gujarat,Remote,Talent Acquisition & Recruitment,3 Months,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-unessa-foundation1785651219,3.0,Medium-term,Paid,4000.0,Vadodara,Gujarat,Normal,2000.0,4000.0,1,1,0,0,0,1,11,6,4,2,Other
A290,HR Psychology,Safalta Setu,Social services,Startup,Part-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,4 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-psychology-in-human-resources-internship-at-safalta-setu1785648322,4.0,Medium-term,Not Specified,,Mumbai,Maharashtra,Not Specified,,,0,1,0,0,0,1,17,11,7,0,Other
A291,Recruitment,StartupsFiling,"Legal, Advertising/ Marketing",Startup,Full-time,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,7000.0,9000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-noida-at-startupsfiling1785578480,3.0,Medium-term,Paid,8000.0,Noida,Uttar Pradesh,Normal,2000.0,8000.0,1,1,0,0,1,0,5,5,0,0,Other
A292,Human Resources,AKS Tech,IT/ Technology,Startup,Full-time,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,26000.0,27500.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-aks-tech1785585310,3.0,Medium-term,Paid,26750.0,Noida,Uttar Pradesh,Normal,1500.0,26750.0,1,1,0,0,1,0,19,17,2,1,Other
